,input_row,EID,str_row_ion,compounds,input_row.1,m/z,retention_time,p_value,statistic,CompoundID_from_user,compound_name,compound_name_no_colon
33,row455,E106,row455_M+H[1+];row461_M+H[1+];row462_M+H[1+],C00256;C01013;C00186;C00184,row455,91.0390383939509,593.568420410156,0.7349262577541741,-0.5944424957406635,M91.039038T593.5684,3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid,3-Hydroxypropanoate
33,row455,E106,row455_M+H[1+];row461_M+H[1+];row462_M+H[1+],C00256;C01013;C00186;C00184,row455,91.0390383939509,593.568420410156,0.7349262577541741,-0.5944424957406635,M91.039038T593.5684,L-Lactate,L-Lactate
33,row455,E106,row455_M+H[1+];row461_M+H[1+];row462_M+H[1+],C00256;C01013;C00186;C00184,row455,91.0390383939509,593.568420410156,0.7349262577541741,-0.5944424957406635,M91.039038T593.5684,Dihydroxyacetone,Dihydroxyacetone
34,row456,E107,row456_M+H[1+],C00256;C01013;C00186;C00184,row456,91.0390620581347,637.436767578125,0.3220634066486473,1.466881661083974,M91.039062T637.4368,D-Lactate,D-Lactate
34,row456,E107,row456_M+H[1+],C00256;C01013;C00186;C00184,row456,91.0390620581347,637.436767578125,0.3220634066486473,1.466881661083974,M91.039062T637.4368,3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid,3-Hydroxypropanoate
34,row456,E107,row456_M+H[1+],C00256;C01013;C00186;C00184,row456,91.0390620581347,637.436767578125,0.3220634066486473,1.466881661083974,M91.039062T637.4368,L-Lactate,L-Lactate
34,row456,E107,row456_M+H[1+],C00256;C01013;C00186;C00184,row456,91.0390620581347,637.436767578125,0.3220634066486473,1.466881661083974,M91.039062T637.4368,Dihydroxyacetone,Dihydroxyacetone
35,row457,E104,row457_M+H[1+],C00256;C01013;C00186;C00184,row457,91.0391147173214,517.146057128906,0.4193280966954482,1.2404211741334903,M91.039115T517.1461,D-Lactate,D-Lactate
35,row457,E104,row457_M+H[1+],C00256;C01013;C00186;C00184,row457,91.0391147173214,517.146057128906,0.4193280966954482,1.2404211741334903,M91.039115T517.1461,3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid,3-Hydroxypropanoate
35,row457,E104,row457_M+H[1+],C00256;C01013;C00186;C00184,row457,91.0391147173214,517.146057128906,0.4193280966954482,1.2404211741334903,M91.039115T517.1461,L-Lactate,L-Lactate
35,row457,E104,row457_M+H[1+],C00256;C01013;C00186;C00184,row457,91.0391147173214,517.146057128906,0.4193280966954482,1.2404211741334903,M91.039115T517.1461,Dihydroxyacetone,Dihydroxyacetone
36,row458,E109,row458_M+H[1+],C00256;C01013;C00186;C00184,row458,91.0390634485142,705.525939941406,0.6335635993908345,-0.8053246187834968,M91.039063T705.5259,D-Lactate,D-Lactate
36,row458,E109,row458_M+H[1+],C00256;C01013;C00186;C00184,row458,91.0390634485142,705.525939941406,0.6335635993908345,-0.8053246187834968,M91.039063T705.5259,3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid,3-Hydroxypropanoate
36,row458,E109,row458_M+H[1+],C00256;C01013;C00186;C00184,row458,91.0390634485142,705.525939941406,0.6335635993908345,-0.8053246187834968,M91.039063T705.5259,L-Lactate,L-Lactate
36,row458,E109,row458_M+H[1+],C00256;C01013;C00186;C00184,row458,91.0390634485142,705.525939941406,0.6335635993908345,-0.8053246187834968,M91.039063T705.5259,Dihydroxyacetone,Dihydroxyacetone
37,row459,E102,row459_M+H[1+];row470_M+H[1+],C00256;C01013;C00186;C00184,row459,91.0391541228428,474.142990112305,0.5320256966622242,1.0080228204641195,M91.039154T474.143_1,D-Lactate,D-Lactate
37,row459,E102,row459_M+H[1+];row470_M+H[1+],C00256;C01013;C00186;C00184,row459,91.0391541228428,474.142990112305,0.5320256966622242,1.0080228204641195,M91.039154T474.143_1,3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid,3-Hydroxypropanoate
37,row459,E102,row459_M+H[1+];row470_M+H[1+],C00256;C01013;C00186;C00184,row459,91.0391541228428,474.142990112305,0.5320256966622242,1.0080228204641195,M91.039154T474.143_1,L-Lactate,L-Lactate
37,row459,E102,row459_M+H[1+];row470_M+H[1+],C00256;C01013;C00186;C00184,row459,91.0391541228428,474.142990112305,0.5320256966622242,1.0080228204641195,M91.039154T474.143_1,Dihydroxyacetone,Dihydroxyacetone
38,row460,E108,row460_M+H[1+],C00256;C01013;C00186;C00184,row460,91.0390634587791,671.847412109375,0.6931477912263474,0.6825401082948789,M91.039063T671.8474,D-Lactate,D-Lactate
38,row460,E108,row460_M+H[1+],C00256;C01013;C00186;C00184,row460,91.0390634587791,671.847412109375,0.6931477912263474,0.6825401082948789,M91.039063T671.8474,3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid,3-Hydroxypropanoate
38,row460,E108,row460_M+H[1+],C00256;C01013;C00186;C00184,row460,91.0390634587791,671.847412109375,0.6931477912263474,0.6825401082948789,M91.039063T671.8474,L-Lactate,L-Lactate
38,row460,E108,row460_M+H[1+],C00256;C01013;C00186;C00184,row460,91.0390634587791,671.847412109375,0.6931477912263474,0.6825401082948789,M91.039063T671.8474,Dihydroxyacetone,Dihydroxyacetone
39,row461,E106,row455_M+H[1+];row461_M+H[1+];row462_M+H[1+],C00256;C01013;C00186;C00184,row461,91.0390473322766,610.942840576172,0.6094537992104514,0.8553003836990777,M91.039047T610.9428,D-Lactate,D-Lactate
39,row461,E106,row455_M+H[1+];row461_M+H[1+];row462_M+H[1+],C00256;C01013;C00186;C00184,row461,91.0390473322766,610.942840576172,0.6094537992104514,0.8553003836990777,M91.039047T610.9428,3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid,3-Hydroxypropanoate
39,row461,E106,row455_M+H[1+];row461_M+H[1+];row462_M+H[1+],C00256;C01013;C00186;C00184,row461,91.0390473322766,610.942840576172,0.6094537992104514,0.8553003836990777,M91.039047T610.9428,L-Lactate,L-Lactate
39,row461,E106,row455_M+H[1+];row461_M+H[1+];row462_M+H[1+],C00256;C01013;C00186;C00184,row461,91.0390473322766,610.942840576172,0.6094537992104514,0.8553003836990777,M91.039047T610.9428,Dihydroxyacetone,Dihydroxyacetone
40,row462,E106,row455_M+H[1+];row461_M+H[1+];row462_M+H[1+],C00256;C01013;C00186;C00184,row462,91.0390233900874,576.503326416016,0.7539187465828684,-0.5550237245680512,M91.039023T576.5033,D-Lactate,D-Lactate
40,row462,E106,row455_M+H[1+];row461_M+H[1+];row462_M+H[1+],C00256;C01013;C00186;C00184,row462,91.0390233900874,576.503326416016,0.7539187465828684,-0.5550237245680512,M91.039023T576.5033,3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid,3-Hydroxypropanoate
40,row462,E106,row455_M+H[1+];row461_M+H[1+];row462_M+H[1+],C00256;C01013;C00186;C00184,row462,91.0390233900874,576.503326416016,0.7539187465828684,-0.5550237245680512,M91.039023T576.5033,L-Lactate,L-Lactate
40,row462,E106,row455_M+H[1+];row461_M+H[1+];row462_M+H[1+],C00256;C01013;C00186;C00184,row462,91.0390233900874,576.503326416016,0.7539187465828684,-0.5550237245680512,M91.039023T576.5033,Dihydroxyacetone,Dihydroxyacetone
41,row463,E111,row453_M+H[1+];row463_M+H[1+];row466_M+H[1+];row467_M+H[1+];row471_M+H[1+],C00256;C01013;C00186;C00184,row463,91.0391354352981,772.002624511719,0.47420094724412,-1.1263731695473822,M91.039135T772.0026,D-Lactate,D-Lactate
41,row463,E111,row453_M+H[1+];row463_M+H[1+];row466_M+H[1+];row467_M+H[1+];row471_M+H[1+],C00256;C01013;C00186;C00184,row463,91.0391354352981,772.002624511719,0.47420094724412,-1.1263731695473822,M91.039135T772.0026,3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid,3-Hydroxypropanoate
41,row463,E111,row453_M+H[1+];row463_M+H[1+];row466_M+H[1+];row467_M+H[1+];row471_M+H[1+],C00256;C01013;C00186;C00184,row463,91.0391354352981,772.002624511719,0.47420094724412,-1.1263731695473822,M91.039135T772.0026,L-Lactate,L-Lactate
41,row463,E111,row453_M+H[1+];row463_M+H[1+];row466_M+H[1+];row467_M+H[1+];row471_M+H[1+],C00256;C01013;C00186;C00184,row463,91.0391354352981,772.002624511719,0.47420094724412,-1.1263731695473822,M91.039135T772.0026,Dihydroxyacetone,Dihydroxyacetone
42,row464,E103,row464_M+H[1+],C00256;C01013;C00186;C00184,row464,91.039115711605,494.663024902344,0.1357452804717344,2.071637000956012,M91.039116T494.663,D-Lactate,D-Lactate
42,row464,E103,row464_M+H[1+],C00256;C01013;C00186;C00184,row464,91.039115711605,494.663024902344,0.1357452804717344,2.071637000956012,M91.039116T494.663,3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid,3-Hydroxypropanoate
42,row464,E103,row464_M+H[1+],C00256;C01013;C00186;C00184,row464,91.039115711605,494.663024902344,0.1357452804717344,2.071637000956012,M91.039116T494.663,L-Lactate,L-Lactate
42,row464,E103,row464_M+H[1+],C00256;C01013;C00186;C00184,row464,91.039115711605,494.663024902344,0.1357452804717344,2.071637000956012,M91.039116T494.663,Dihydroxyacetone,Dihydroxyacetone
43,row465,E105,row465_M+H[1+],C00256;C01013;C00186;C00184,row465,91.0390917918209,548.274475097656,0.0293925902521616,2.8632779275372715,M91.039092T548.2745,D-Lactate,D-Lactate
43,row465,E105,row465_M+H[1+],C00256;C01013;C00186;C00184,row465,91.0390917918209,548.274475097656,0.0293925902521616,2.8632779275372715,M91.039092T548.2745,3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid,3-Hydroxypropanoate
43,row465,E105,row465_M+H[1+],C00256;C01013;C00186;C00184,row465,91.0390917918209,548.274475097656,0.0293925902521616,2.8632779275372715,M91.039092T548.2745,L-Lactate,L-Lactate
43,row465,E105,row465_M+H[1+],C00256;C01013;C00186;C00184,row465,91.0390917918209,548.274475097656,0.0293925902521616,2.8632779275372715,M91.039092T548.2745,Dihydroxyacetone,Dihydroxyacetone
44,row466,E111,row453_M+H[1+];row463_M+H[1+];row466_M+H[1+];row467_M+H[1+];row471_M+H[1+],C00256;C01013;C00186;C00184,row466,91.0391418490341,895.324737548828,0.706135311798696,0.6542130087888082,M91.039142T895.3247,D-Lactate,D-Lactate
44,row466,E111,row453_M+H[1+];row463_M+H[1+];row466_M+H[1+];row467_M+H[1+];row471_M+H[1+],C00256;C01013;C00186;C00184,row466,91.0391418490341,895.324737548828,0.706135311798696,0.6542130087888082,M91.039142T895.3247,3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid,3-Hydroxypropanoate
44,row466,E111,row453_M+H[1+];row463_M+H[1+];row466_M+H[1+];row467_M+H[1+];row471_M+H[1+],C00256;C01013;C00186;C00184,row466,91.0391418490341,895.324737548828,0.706135311798696,0.6542130087888082,M91.039142T895.3247,L-Lactate,L-Lactate
44,row466,E111,row453_M+H[1+];row463_M+H[1+];row466_M+H[1+];row467_M+H[1+];row471_M+H[1+],C00256;C01013;C00186;C00184,row466,91.0391418490341,895.324737548828,0.706135311798696,0.6542130087888082,M91.039142T895.3247,Dihydroxyacetone,Dihydroxyacetone
45,row467,E111,row453_M+H[1+];row463_M+H[1+];row466_M+H[1+];row467_M+H[1+];row471_M+H[1+],C00256;C01013;C00186;C00184,row467,91.0391387267258,828.163238525391,0.8587544311297111,0.3314127226005561,M91.039139T828.1632,D-Lactate,D-Lactate
45,row467,E111,row453_M+H[1+];row463_M+H[1+];row466_M+H[1+];row467_M+H[1+];row471_M+H[1+],C00256;C01013;C00186;C00184,row467,91.0391387267258,828.163238525391,0.8587544311297111,0.3314127226005561,M91.039139T828.1632,3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid,3-Hydroxypropanoate
45,row467,E111,row453_M+H[1+];row463_M+H[1+];row466_M+H[1+];row467_M+H[1+];row471_M+H[1+],C00256;C01013;C00186;C00184,row467,91.0391387267258,828.163238525391,0.8587544311297111,0.3314127226005561,M91.039139T828.1632,L-Lactate,L-Lactate
45,row467,E111,row453_M+H[1+];row463_M+H[1+];row466_M+H[1+];row467_M+H[1+];row471_M+H[1+],C00256;C01013;C00186;C00184,row467,91.0391387267258,828.163238525391,0.8587544311297111,0.3314127226005561,M91.039139T828.1632,Dihydroxyacetone,Dihydroxyacetone
46,row468,E90,row2896_M+H[1+];row2930_M(C13)+H[1+];row468_M+2H[2+];row469_M+2H[2+];row472_M+2H[2+];row473_M+2H[2+];row474_M+2H[2+];row475_M+2H[2+],C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159,row468,91.0393218067651,416.981414794922,0.2669712351861268,1.6158554494240698,M91.039322T416.9814,D-Glucose,D-Glucose
46,row468,E90,row2896_M+H[1+];row2930_M(C13)+H[1+];row468_M+2H[2+];row469_M+2H[2+];row472_M+2H[2+];row473_M+2H[2+];row474_M+2H[2+];row475_M+2H[2+],C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159,row468,91.0393218067651,416.981414794922,0.2669712351861268,1.6158554494240698,M91.039322T416.9814,beta-D-Glucose,beta-D-Glucose
46,row468,E90,row2896_M+H[1+];row2930_M(C13)+H[1+];row468_M+2H[2+];row469_M+2H[2+];row472_M+2H[2+];row473_M+2H[2+];row474_M+2H[2+];row475_M+2H[2+],C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159,row468,91.0393218067651,416.981414794922,0.2669712351861268,1.6158554494240698,M91.039322T416.9814,beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose,beta-D-Fructose
46,row468,E90,row2896_M+H[1+];row2930_M(C13)+H[1+];row468_M+2H[2+];row469_M+2H[2+];row472_M+2H[2+];row473_M+2H[2+];row474_M+2H[2+];row475_M+2H[2+],C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159,row468,91.0393218067651,416.981414794922,0.2669712351861268,1.6158554494240698,M91.039322T416.9814,alpha-D-Glucose,alpha-D-Glucose
46,row468,E90,row2896_M+H[1+];row2930_M(C13)+H[1+];row468_M+2H[2+];row469_M+2H[2+];row472_M+2H[2+];row473_M+2H[2+];row474_M+2H[2+];row475_M+2H[2+],C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159,row468,91.0393218067651,416.981414794922,0.2669712351861268,1.6158554494240698,M91.039322T416.9814,beta-D-Galactose,beta-D-Galactose
46,row468,E90,row2896_M+H[1+];row2930_M(C13)+H[1+];row468_M+2H[2+];row469_M+2H[2+];row472_M+2H[2+];row473_M+2H[2+];row474_M+2H[2+];row475_M+2H[2+],C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159,row468,91.0393218067651,416.981414794922,0.2669712351861268,1.6158554494240698,M91.039322T416.9814,D-Tagatose; lyxo-Hexulose,D-Tagatose
46,row468,E90,row2896_M+H[1+];row2930_M(C13)+H[1+];row468_M+2H[2+];row469_M+2H[2+];row472_M+2H[2+];row473_M+2H[2+];row474_M+2H[2+];row475_M+2H[2+],C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159,row468,91.0393218067651,416.981414794922,0.2669712351861268,1.6158554494240698,M91.039322T416.9814,myo-Inositol,myo-Inositol
46,row468,E90,row2896_M+H[1+];row2930_M(C13)+H[1+];row468_M+2H[2+];row469_M+2H[2+];row472_M+2H[2+];row473_M+2H[2+];row474_M+2H[2+];row475_M+2H[2+],C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159,row468,91.0393218067651,416.981414794922,0.2669712351861268,1.6158554494240698,M91.039322T416.9814,alpha-D-Galactose,alpha-D-Galactose
46,row468,E90,row2896_M+H[1+];row2930_M(C13)+H[1+];row468_M+2H[2+];row469_M+2H[2+];row472_M+2H[2+];row473_M+2H[2+];row474_M+2H[2+];row475_M+2H[2+],C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159,row468,91.0393218067651,416.981414794922,0.2669712351861268,1.6158554494240698,M91.039322T416.9814,D-Mannose,D-Mannose
47,row468,E101,row468_M+H[1+];row469_M+H[1+];row472_M+H[1+];row473_M+H[1+];row474_M+H[1+];row475_M+H[1+],C00256;C01013;C00186;C00184,row468,91.0393218067651,416.981414794922,0.2669712351861268,1.6158554494240698,M91.039322T416.9814,D-Lactate,D-Lactate
47,row468,E101,row468_M+H[1+];row469_M+H[1+];row472_M+H[1+];row473_M+H[1+];row474_M+H[1+];row475_M+H[1+],C00256;C01013;C00186;C00184,row468,91.0393218067651,416.981414794922,0.2669712351861268,1.6158554494240698,M91.039322T416.9814,3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid,3-Hydroxypropanoate
47,row468,E101,row468_M+H[1+];row469_M+H[1+];row472_M+H[1+];row473_M+H[1+];row474_M+H[1+];row475_M+H[1+],C00256;C01013;C00186;C00184,row468,91.0393218067651,416.981414794922,0.2669712351861268,1.6158554494240698,M91.039322T416.9814,L-Lactate,L-Lactate
47,row468,E101,row468_M+H[1+];row469_M+H[1+];row472_M+H[1+];row473_M+H[1+];row474_M+H[1+];row475_M+H[1+],C00256;C01013;C00186;C00184,row468,91.0393218067651,416.981414794922,0.2669712351861268,1.6158554494240698,M91.039322T416.9814,Dihydroxyacetone,Dihydroxyacetone
48,row468,E112,row2878_M[1+];row2880_M[1+];row2896_M+H[1+];row468_M+2H[2+];row469_M+2H[2+];row472_M+2H[2+];row473_M+2H[2+];row474_M+2H[2+];row475_M+2H[2+],C13747;C07480,row468,91.0393218067651,416.981414794922,0.2669712351861268,1.6158554494240698,M91.039322T416.9814,"1,7-Dimethylxanthine; Paraxanthine","1,7-Dimethylxanthine"
49,row468,E113,row2896_M+Na[1+];row468_M+H+Na[2+];row469_M+H+Na[2+];row472_M+H+Na[2+];row473_M+H+Na[2+];row474_M+H+Na[2+];row475_M+H+Na[2+],CE4970;CE4968,row468,91.0393218067651,416.981414794922,0.2669712351861268,1.6158554494240698,M91.039322T416.9814,2-methylbutyrylglycine,2-methylbutyrylglycine
49,row468,E113,row2896_M+Na[1+];row468_M+H+Na[2+];row469_M+H+Na[2+];row472_M+H+Na[2+];row473_M+H+Na[2+];row474_M+H+Na[2+];row475_M+H+Na[2+],CE4970;CE4968,row468,91.0393218067651,416.981414794922,0.2669712351861268,1.6158554494240698,M91.039322T416.9814,isovalerylglycine,isovalerylglycine
50,row469,E90,row2896_M+H[1+];row2930_M(C13)+H[1+];row468_M+2H[2+];row469_M+2H[2+];row472_M+2H[2+];row473_M+2H[2+];row474_M+2H[2+];row475_M+2H[2+],C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159,row469,91.0392388171351,435.116729736328,0.6850571925477087,0.7000904689934533,M91.039239T435.1167,D-Glucose,D-Glucose
50,row469,E90,row2896_M+H[1+];row2930_M(C13)+H[1+];row468_M+2H[2+];row469_M+2H[2+];row472_M+2H[2+];row473_M+2H[2+];row474_M+2H[2+];row475_M+2H[2+],C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159,row469,91.0392388171351,435.116729736328,0.6850571925477087,0.7000904689934533,M91.039239T435.1167,beta-D-Glucose,beta-D-Glucose
50,row469,E90,row2896_M+H[1+];row2930_M(C13)+H[1+];row468_M+2H[2+];row469_M+2H[2+];row472_M+2H[2+];row473_M+2H[2+];row474_M+2H[2+];row475_M+2H[2+],C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159,row469,91.0392388171351,435.116729736328,0.6850571925477087,0.7000904689934533,M91.039239T435.1167,beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose,beta-D-Fructose
50,row469,E90,row2896_M+H[1+];row2930_M(C13)+H[1+];row468_M+2H[2+];row469_M+2H[2+];row472_M+2H[2+];row473_M+2H[2+];row474_M+2H[2+];row475_M+2H[2+],C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159,row469,91.0392388171351,435.116729736328,0.6850571925477087,0.7000904689934533,M91.039239T435.1167,alpha-D-Glucose,alpha-D-Glucose
50,row469,E90,row2896_M+H[1+];row2930_M(C13)+H[1+];row468_M+2H[2+];row469_M+2H[2+];row472_M+2H[2+];row473_M+2H[2+];row474_M+2H[2+];row475_M+2H[2+],C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159,row469,91.0392388171351,435.116729736328,0.6850571925477087,0.7000904689934533,M91.039239T435.1167,beta-D-Galactose,beta-D-Galactose
50,row469,E90,row2896_M+H[1+];row2930_M(C13)+H[1+];row468_M+2H[2+];row469_M+2H[2+];row472_M+2H[2+];row473_M+2H[2+];row474_M+2H[2+];row475_M+2H[2+],C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159,row469,91.0392388171351,435.116729736328,0.6850571925477087,0.7000904689934533,M91.039239T435.1167,D-Tagatose; lyxo-Hexulose,D-Tagatose
50,row469,E90,row2896_M+H[1+];row2930_M(C13)+H[1+];row468_M+2H[2+];row469_M+2H[2+];row472_M+2H[2+];row473_M+2H[2+];row474_M+2H[2+];row475_M+2H[2+],C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159,row469,91.0392388171351,435.116729736328,0.6850571925477087,0.7000904689934533,M91.039239T435.1167,myo-Inositol,myo-Inositol
50,row469,E90,row2896_M+H[1+];row2930_M(C13)+H[1+];row468_M+2H[2+];row469_M+2H[2+];row472_M+2H[2+];row473_M+2H[2+];row474_M+2H[2+];row475_M+2H[2+],C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159,row469,91.0392388171351,435.116729736328,0.6850571925477087,0.7000904689934533,M91.039239T435.1167,alpha-D-Galactose,alpha-D-Galactose
50,row469,E90,row2896_M+H[1+];row2930_M(C13)+H[1+];row468_M+2H[2+];row469_M+2H[2+];row472_M+2H[2+];row473_M+2H[2+];row474_M+2H[2+];row475_M+2H[2+],C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159,row469,91.0392388171351,435.116729736328,0.6850571925477087,0.7000904689934533,M91.039239T435.1167,D-Mannose,D-Mannose
51,row469,E101,row468_M+H[1+];row469_M+H[1+];row472_M+H[1+];row473_M+H[1+];row474_M+H[1+];row475_M+H[1+],C00256;C01013;C00186;C00184,row469,91.0392388171351,435.116729736328,0.6850571925477087,0.7000904689934533,M91.039239T435.1167,D-Lactate,D-Lactate
51,row469,E101,row468_M+H[1+];row469_M+H[1+];row472_M+H[1+];row473_M+H[1+];row474_M+H[1+];row475_M+H[1+],C00256;C01013;C00186;C00184,row469,91.0392388171351,435.116729736328,0.6850571925477087,0.7000904689934533,M91.039239T435.1167,3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid,3-Hydroxypropanoate
51,row469,E101,row468_M+H[1+];row469_M+H[1+];row472_M+H[1+];row473_M+H[1+];row474_M+H[1+];row475_M+H[1+],C00256;C01013;C00186;C00184,row469,91.0392388171351,435.116729736328,0.6850571925477087,0.7000904689934533,M91.039239T435.1167,L-Lactate,L-Lactate
51,row469,E101,row468_M+H[1+];row469_M+H[1+];row472_M+H[1+];row473_M+H[1+];row474_M+H[1+];row475_M+H[1+],C00256;C01013;C00186;C00184,row469,91.0392388171351,435.116729736328,0.6850571925477087,0.7000904689934533,M91.039239T435.1167,Dihydroxyacetone,Dihydroxyacetone
52,row469,E112,row2878_M[1+];row2880_M[1+];row2896_M+H[1+];row468_M+2H[2+];row469_M+2H[2+];row472_M+2H[2+];row473_M+2H[2+];row474_M+2H[2+];row475_M+2H[2+],C13747;C07480,row469,91.0392388171351,435.116729736328,0.6850571925477087,0.7000904689934533,M91.039239T435.1167,"1,7-Dimethylxanthine; Paraxanthine","1,7-Dimethylxanthine"
53,row469,E113,row2896_M+Na[1+];row468_M+H+Na[2+];row469_M+H+Na[2+];row472_M+H+Na[2+];row473_M+H+Na[2+];row474_M+H+Na[2+];row475_M+H+Na[2+],CE4970;CE4968,row469,91.0392388171351,435.116729736328,0.6850571925477087,0.7000904689934533,M91.039239T435.1167,2-methylbutyrylglycine,2-methylbutyrylglycine
