massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row960	167.0682546	38.20912552	0.373712825	-1.337975995	M167.068255T38.2091_1
row961	167.0703891	466.5127258	0.314542885	1.488807171	M167.070389T466.5127_2
row962	167.0898183	162.4102936	0.046225477	2.670758229	M167.089818T162.4103_2
row963	167.1485534	162.355484	0.086756924	2.335383382	M167.148553T162.3555_4
row964	167.95035	774.590332	0.737563242	0.587571057	M167.95035T774.5903
row965	167.9718561	155.2165527	0.693781005	0.677503347	M167.971856T155.2166
row966	167.9719218	785.0615845	0.888039448	0.266451294	M167.971922T785.0616
row967	168.0082395	773.7953796	0.650234462	-0.77461905	M168.008239T773.7954
row968	168.0508452	33.6344986	0.884942525	0.27287856	M168.050845T33.6345
row969	168.0715576	38.45345879	0.942968708	0.133819463	M168.071558T38.4535
row970	168.0738307	466.583313	0.258503208	1.654114205	M168.073831T466.5833
row971	168.0909481	162.5963745	0.036458055	2.783377838	M168.090948T162.5964
row972	168.9806291	765.869873	0.677324077	0.71489	M168.980629T765.8699
row973	169.010202	773.9793091	0.766511446	0.523636729	M169.010202T773.9793
row974	169.0172789	249.8019104	0.628407633	-0.817458587	M169.017279T249.8019
row975	169.0359034	62.65022087	0.005953148	-3.578454833	M169.035903T62.6502_5
row976	169.0474646	248.1288757	0.685593795	-0.697350783	M169.047465T248.1289
row977	169.0584039	42.57835007	0.202417766	-1.826043781	M169.058404T42.5784
row978	169.0949108	38.20912552	0.757021154	-0.545674843	M169.094911T38.2091_2
row979	169.0967342	167.6165924	0.456478958	1.162113444	M169.096734T167.6166
row980	169.1589803	443.5456848	0.540387274	0.988486008	M169.15898T443.5457
row981	169.977662	28.6879034	0.35765275	-1.380387025	M169.977662T28.6879
row982	169.9776806	6.300973415	0.770958554	-0.5134377	M169.977681T6.301
row983	169.9904332	765.9764404	0.688551568	0.689010666	M169.990433T765.9764
row984	170.0019971	4.972985983	0.696139046	0.669947263	M170.001997T4.973
row985	170.0124552	774.7200928	0.911277419	0.217997722	M170.012455T774.7201_2
row986	170.0407852	62.65639496	0.008779164	-3.422834433	M170.040785T62.6564
row987	170.0619568	42.60697556	0.052214132	-2.605590447	M170.061957T42.607_1
row988	170.0602833	199.4200134	0.750972767	-0.558739138	M170.060283T199.42
row989	170.1541695	582.6856995	0.015472179	3.165810333	M170.15417T582.6857_3
row990	170.9781077	767.095459	0.506769654	1.053275774	M170.978108T767.0955
row991	170.9819263	4.352218151	0.455831137	-1.163812685	M170.981926T4.3522_1
row992	170.9818393	28.70309258	0.371231495	1.34596857	M170.981839T28.7031
row993	171.0331418	755.3950195	0.669294507	-0.732990551	M171.033142T755.395
row994	171.1019118	288.5775757	0.170876205	1.936261778	M171.101912T288.5776
row995	171.1170959	411.5656128	0.327628396	-1.452550627	M171.117096T411.5656
row996	171.1382267	454.4043121	0.372434451	1.341600218	M171.138227T454.4043
row997	171.1494629	346.0086975	0.097534272	-2.270696719	M171.149463T346.0087
row998	171.9900774	766.2999268	0.379760276	1.325530985	M171.990077T766.2999
row999	172.0328607	772.9985352	0.3958798	-1.284874655	M172.032861T772.9985
row1000	172.0457881	33.60042191	0.717744019	0.625696287	M172.045788T33.6004_2
row1001	172.072866	196.6010437	0.86298042	-0.316493909	M172.072866T196.601
row1002	172.1334828	352.7567596	0.123631344	-2.13563179	M172.133483T352.7568
row1003	172.1698333	475.1285706	0.512762762	1.040376337	M172.169833T475.1286
row1004	172.1698685	444.4120483	0.661721388	0.747072937	M172.169868T444.412
row1005	172.8621357	765.588562	0.03191101	2.847772152	M172.862136T765.5886_1
row1006	172.9156151	4.923618555	0.904724855	-0.231056744	M172.915615T4.9236_1
row1007	172.9156195	27.96795368	0.885840915	-0.271072379	M172.915619T27.968
row1008	172.9773161	4.356921673	0.724975492	0.613721301	M172.977316T4.3569
row1009	172.9782568	758.1694336	0.943165136	0.133170483	M172.978257T758.1694
row1010	172.9773185	793.5403442	0.113829465	-2.181015357	M172.977319T793.5403
row1011	172.9773164	28.59078979	0.517799906	-1.029403454	M172.977316T28.5908
row1012	172.9900903	766.2365723	0.500310935	1.067123391	M172.99009T766.2366_2
row1013	173.0124841	756.9510498	0.885840915	-0.270702526	M173.012484T756.951
row1014	173.0287501	772.9081116	0.489489529	-1.08668075	M173.02875T772.9081
row1015	173.0488253	379.7770996	0.34945537	-1.397866646	M173.048825T379.7771
row1016	173.0600607	462.8102417	0.763053132	0.532713835	M173.060061T462.8102
row1017	173.1651645	421.3505554	0.808017762	-0.431803717	M173.165165T421.3506
row1018	173.1732139	475.2593689	0.938930089	-0.147264868	M173.173214T475.2594_2
row1019	173.5884423	531.7210083	0.769161896	-0.519931174	M173.588442T531.721
row1020	173.9228301	765.8528748	0.776382054	-0.501811352	M173.92283T765.8529_1
row1021	173.9617921	764.3591309	0.311510233	1.498915796	M173.961792T764.3591
row1022	173.9851078	765.9971313	0.438919185	1.195929517	M173.985108T765.9971_2
row1023	173.9849111	592.3234253	0.750972767	-0.558625385	M173.984911T592.3234
row1024	174.0250788	34.22169876	0.488494704	1.089905388	M174.025079T34.2217
row1025	174.0306559	773.3886414	0.294578614	-1.548529142	M174.030656T773.3886
row1026	174.0473696	766.1822815	0.883873809	-0.27885947	M174.04737T766.1823_3
row1027	174.0916923	199.9693375	0.658347644	-0.754999839	M174.091692T199.9693
row1028	174.1130754	162.3548508	0.032344457	-2.837742471	M174.113075T162.3549
row1029	174.9634324	764.5701294	0.667737881	0.736394729	M174.963432T764.5701
row1030	174.982004	5.518445015	0.933378848	-0.161269085	M174.982004T5.5184
row1031	174.98671	765.7876282	0.922711823	0.191053757	M174.98671T765.7876
row1032	175.0055225	237.6480103	0.975836652	-0.054787788	M175.005523T237.648
row1033	175.1142118	392.1335144	0.010626142	3.337899709	M175.114212T392.1335
row1034	175.1164715	162.3426743	0.02948806	-2.88720128	M175.116471T162.3427
row1035	175.148447	433.5975037	0.712921073	-0.637651393	M175.148447T433.5975
row1036	175.1484225	686.7641296	0.038735257	-2.756109648	M175.148422T686.7641
row1037	175.1484364	481.3514709	0.229849964	1.744648124	M175.148436T481.3515
row1038	175.891747	676.5870972	0.184560649	-1.887321296	M175.891747T676.5871_1
row1039	175.9853322	869.706543	0.34434359	-1.410366906	M175.985332T869.7065
row1040	175.9866202	766.3764038	0.784541622	-0.481478357	M175.98662T766.3764
row1041	176.0497507	249.8673706	0.996722313	0.005655869	M176.049751T249.8674
row1042	176.1032534	43.58344269	0.167386776	-1.95131049	M176.103253T43.5834
row1043	176.959635	774.5310059	0.861767803	-0.319508946	M176.959635T774.531
row1044	176.9722148	29.11665726	0.298350502	1.534766001	M176.972215T29.1167
row1045	176.9722116	5.630849838	0.860117627	-0.327041202	M176.972212T5.6308
row1046	176.9867351	765.3319092	0.573568532	0.923397305	M176.986735T765.3319
row1047	177.9674569	4.334079266	0.675213133	-0.721516905	M177.967457T4.3341
row1048	177.9675696	28.45802879	0.569607776	-0.932240218	M177.96757T28.458
row1049	177.9809192	592.3725586	0.792033586	0.46884913	M177.980919T592.3726
row1050	177.9809604	765.2546387	0.459470479	1.154792948	M177.98096T765.2546
row1051	178.0260826	33.6091423	0.155287641	2.000238216	M178.026083T33.6091
row1052	178.0247758	47.94872093	0.662214504	-0.745312587	M178.024776T47.9487
row1053	178.0590486	41.2218132	0.016994655	-3.12346918	M178.059049T41.2218
row1054	178.6274866	582.6962585	0.146469409	-2.039993396	M178.627487T582.6963_1
row1055	178.9640016	765.8119812	0.947098783	0.125165281	M178.964002T765.812
row1056	179.001861	325.0240479	0.856629877	0.334508853	M179.001861T325.024
row1057	179.0219376	34.08202362	0.284389118	1.574676772	M179.021938T34.082
row1058	179.1069905	387.8905029	0.646210732	-0.781961067	M179.106991T387.8905
row1059	179.1069741	433.9129028	0.983336566	0.038870697	M179.106974T433.9129_2
row1060	179.1230514	197.1748047	0.438919185	-1.196064778	M179.123051T197.1748
row1061	179.1432991	575.7067261	0.000531186	4.502360571	M179.143299T575.7067
row1062	179.8999631	216.5814819	0.010632129	-3.334884678	M179.899963T216.5815
row1063	179.9718711	64.4222641	0.07694575	-2.404545905	M179.971871T64.4223
row1064	179.9803597	5.021879673	0.896213646	0.249190866	M179.98036T5.0219
row1065	179.9803888	27.4341011	0.817938786	-0.409344357	M179.980389T27.4341
row1066	179.9783301	767.2399597	0.948708323	-0.119836117	M179.97833T767.24
row1067	179.9921645	778.0779419	0.497984924	-1.072388407	M179.992165T778.0779
row1068	180.0081878	779.4296265	0.776940013	-0.497526716	M180.008188T779.4296
row1069	180.0285659	773.5177002	0.656436969	-0.758958077	M180.028566T773.5177
row1070	180.1103032	433.9006348	0.259753235	1.651344374	M180.110303T433.9006
row1071	180.1183192	197.1018372	0.177188121	-1.912755188	M180.118319T197.1018
row1072	180.1361813	428.406723	0.68390668	-0.700624047	M180.136181T428.4067_2
row1073	181.0713962	346.8885498	0.322586979	-1.469578134	M181.071396T346.8885
row1074	181.1030561	278.8388977	0.664906687	0.740828779	M181.103056T278.8389
row1075	181.1225962	455.6878967	0.796859868	0.456546219	M181.122596T455.6879
row1076	181.12262	421.4152832	0.954847571	0.104118765	M181.12262T421.4153
row1077	181.1395432	428.3700562	0.533180471	-1.003112609	M181.139543T428.3701
row1078	181.8957587	216.4346008	0.34945537	-1.397721356	M181.895759T216.4346
row1079	181.9207597	778.8227539	0.979222136	-0.048928617	M181.92076T778.8228
row1080	181.9511198	4.397325993	0.34037285	-1.418110387	M181.95112T4.3973
row1081	181.95112	27.39413357	0.84586995	-0.354262344	M181.95112T27.3941
row1082	181.9543735	774.7392578	0.326507861	1.455836449	M181.954374T774.7393
row1083	181.9759794	5.614765167	0.279448812	1.587504489	M181.975979T5.6148_1
row1084	181.9792319	758.1779175	0.915300051	-0.209363078	M181.979232T758.1779
row1085	181.9875191	191.1448212	0.477736708	-1.111925253	M181.987519T191.1448
row1086	181.9875198	155.2843475	0.873248392	-0.295867173	M181.98752T155.2843
row1087	181.9875128	245.0671463	0.015735689	-3.158625105	M181.987513T245.0671
row1088	181.9875041	778.3217468	0.606960922	-0.859977204	M181.987504T778.3217
row1089	182.0148815	80.84197998	0.398295916	1.280028812	M182.014881T80.842_2
row1090	182.0238795	773.1802368	0.915300051	0.209694124	M182.023879T773.1802
row1091	182.0815107	80.90288162	0.423956717	1.22291355	M182.081511T80.9029_5
row1092	182.1259847	455.6922607	0.708029077	0.645711028	M182.125985T455.6923
row1093	182.1906181	290.1674957	0.645044947	-0.78510581	M182.190618T290.1675
row1094	182.9409951	392.0891571	0.989131251	-0.028164472	M182.940995T392.0892_1
row1095	183.0176146	80.73334885	0.777823013	0.495467648	M183.017615T80.7333_1
row1096	183.0270183	773.8126831	0.757372245	0.544179418	M183.027018T773.8127_3
row1097	183.0848232	80.90106964	0.358873155	1.377646195	M183.084823T80.9011_2
row1098	183.0810195	445.6694031	0.505151382	-1.056850453	M183.08102T445.6694
row1099	183.0811571	392.1335144	0.917417458	0.202792666	M183.081157T392.1335_2
row1100	183.1188591	423.7801514	0.027188802	-2.920615342	M183.118859T423.7802
row1101	183.1383066	464.1546936	0.840499893	0.36857484	M183.138307T464.1547
row1102	183.9125198	4.937473297	0.347398437	1.402673336	M183.91252T4.9375
row1103	183.9125191	26.67265511	0.587271977	-0.899971277	M183.912519T26.6727
row1104	183.912482	818.1521301	0.917417458	-0.201789167	M183.912482T818.1521
row1105	183.9125036	896.5992737	0.937847787	0.150737592	M183.912504T896.5993
row1106	183.9761997	758.1838379	0.68213644	-0.703722254	M183.9762T758.1838
row1107	183.9918468	778.4573669	0.705807468	-0.652207314	M183.991847T778.4574_2
row1108	184.0726894	651.6326294	0.118902208	-2.158747377	M184.072689T651.6326
row1109	184.0729055	690.3406067	0.008653628	-3.431211006	M184.072906T690.3406
row1110	184.0727751	676.607605	0.080934614	-2.376977178	M184.072775T676.6076
row1111	184.0734218	731.1208801	0.058677515	-2.543267078	M184.073422T731.1209
row1112	184.0731283	718.5925903	0.054464524	-2.584983936	M184.073128T718.5926
row1113	184.0870947	80.84344482	0.44939773	1.175784201	M184.087095T80.8434
row1114	184.1416458	464.2315521	0.715401698	0.633218108	M184.141646T464.2316
row1115	184.1700313	171.2669601	0.221126762	-1.769759108	M184.170031T171.267
row1116	184.1699269	418.1972961	0.676850927	0.71570015	M184.169927T418.1973_2
row1117	184.1698361	582.6981201	0.000988706	4.266286374	M184.169836T582.6981
row1118	184.8892246	35.9954071	0.871315022	0.300214665	M184.889225T35.9954
row1119	184.9626115	62.57006073	7.85e-05	-5.653549721	M184.962612T62.5701_1
row1120	184.9863726	5.547974586	0.699109005	0.6652189	M184.986373T5.548_2
row1121	184.9862132	28.58067894	0.954030084	0.106719901	M184.986213T28.5807
row1122	184.9953834	766.476532	0.749426113	-0.564573494	M184.995383T766.4765
row1123	185.1156832	340.6715546	0.464968207	1.142089474	M185.115683T340.6716
row1124	185.9047741	774.8447571	0.286005357	1.569976589	M185.904774T774.8448_1
row1125	185.9612942	815.9354858	0.310160789	-1.503560623	M185.961294T815.9355
row1126	185.9734554	774.55998	0.958513659	-0.096100423	M185.973455T774.56_2
row1127	186.1855662	500.0671539	0.001082015	4.229925231	M186.185566T500.0672
row1128	186.9565833	4.388046741	0.333513596	1.434593048	M186.956583T4.388
row1129	186.9565846	896.5924683	0.808255047	-0.430047204	M186.956585T896.5925
row1130	186.969191	767.3086243	0.375418771	1.334564578	M186.969191T767.3086_1
row1131	186.9565819	29.07185173	0.995448255	0.009506494	M186.956582T29.0719_1
row1132	186.981307	5.51777935	0.272271607	1.612219384	M186.981307T5.5178
row1133	186.981305	28.5349617	0.800861338	0.446444824	M186.981305T28.535_2
row1134	187.0053097	765.7860718	0.778200101	-0.493058247	M187.00531T765.7861
row1135	187.0090923	33.62731171	0.67610335	0.719261646	M187.009092T33.6273_2
row1136	187.0281617	250.6968765	0.515717796	-1.034194249	M187.028162T250.6969
row1137	187.028074	756.5456848	0.078176204	2.394391189	M187.028074T756.5457
row1138	187.0281866	237.2139282	0.656436969	-0.760033465	M187.028187T237.2139_2
row1139	187.062653	199.4196472	0.398529536	-1.279410664	M187.062653T199.4196
row1140	187.0967998	475.9527893	0.282080138	1.581850029	M187.0968T475.9528
row1141	187.1120773	435.121521	0.526257856	1.01471418	M187.112077T435.1215_1
row1142	187.1263766	371.545929	0.322586979	-1.469730681	M187.126377T371.5459
row1143	187.8609932	199.4251709	0.696139046	-0.670564703	M187.860993T199.4252_1
row1144	187.9018198	774.7887878	0.3479682	1.401490484	M187.90182T774.7888_1
row1145	187.9227802	216.5814819	0.010372375	-3.348963202	M187.92278T216.5815
row1146	187.9310414	199.4251709	0.811029205	0.422886513	M187.931041T199.4252_2
row1147	188.001028	199.4220276	0.696139046	-0.669981813	M188.001028T199.422_3
row1148	188.0178158	199.4377441	0.841091839	0.365730169	M188.017816T199.4377_4
row1149	188.0709292	199.4200974	0.760553584	-0.537984714	M188.070929T199.4201_7
row1150	188.1242923	199.4417114	0.825715136	0.395967736	M188.124292T199.4417_9
row1151	188.1299831	371.5609131	0.560694909	-0.950016297	M188.129983T371.5609
row1152	188.1409027	199.4234924	0.716776594	-0.628414659	M188.140903T199.4235_10
row1153	188.2811456	199.4251709	0.379361912	-1.326973248	M188.281146T199.4252_12
row1154	188.6481998	617.3059692	0.487765152	1.091470562	M188.6482T617.306
row1155	188.9850328	766.416687	0.54422844	0.980221266	M188.985033T766.4167
row1156	188.9909717	4.934860229	0.633420119	0.80839321	M188.990972T4.9349_2
row1157	188.9910195	27.40891075	0.566429186	-0.937153259	M188.991019T27.4089
row1158	189.0037677	199.4251542	0.641951414	-0.791752382	M189.003768T199.4252_1
row1159	189.0209569	250.7738724	0.752061344	0.554121451	M189.020957T250.7739
row1160	189.021129	237.4013367	0.525901867	1.015703649	M189.021129T237.4013_1
row1161	189.0246931	33.61905098	0.616817034	0.838820767	M189.024693T33.6191_2
row1162	189.04374	755.3318176	0.393903698	-1.292860379	M189.04374T755.3318_2
row1163	189.0742325	199.4217834	0.763239978	-0.53007629	M189.074233T199.4218_3
row1164	189.130182	392.1870117	0.02210338	3.008658769	M189.130182T392.187
row1165	189.1236885	58.65750885	0.051402853	-2.614860487	M189.123688T58.6575
row1166	189.1447421	199.4251709	0.637437825	-0.800489799	M189.144742T199.4252_5
row1167	189.149904	617.514679	0.032363246	2.837027626	M189.149904T617.5147_2
row1168	189.1640437	686.7573853	0.13110313	-2.100721867	M189.164044T686.7574
row1169	189.640128	689.7755127	0.072187155	-2.436565772	M189.640128T689.7755_1
row1170	189.891123	689.7749939	0.170750892	-1.938978018	M189.891123T689.775_2
row1171	189.9208111	216.5871124	0.010626142	-3.33717335	M189.920811T216.5871_1
row1172	189.9920563	776.5078125	0.825715136	-0.395151098	M189.992056T776.5078
row1173	190.0761559	199.4251709	0.870041535	-0.302899886	M190.076156T199.4252
row1174	190.0936204	497.5932617	0.995954813	0.006926187	M190.09362T497.5933_2
row1175	190.144205	718.70047	0.41291953	1.244844058	M190.144205T718.7005_1
row1176	190.9632545	784.7271729	0.670962499	-0.730273781	M190.963254T784.7272
row1177	190.9876835	4.373633385	0.743644702	0.577135973	M190.987683T4.3736
row1178	190.9876474	27.41572189	0.685802613	-0.696172327	M190.987647T27.4157
row1179	191.0004392	766.3582764	0.884942525	-0.273044353	M191.000439T766.3583
row1180	191.0180368	197.1094208	0.420516825	-1.23043694	M191.018037T197.1094_1
row1181	191.0230009	755.3957825	0.510143945	1.044506923	M191.023001T755.3958
row1182	191.023001	153.9790192	0.647004642	0.780755078	M191.023001T153.979
row1183	191.040611	41.54195595	0.917653837	-0.200642841	M191.040611T41.542
row1184	191.0590473	379.7924652	0.265817465	-1.630667039	M191.059047T379.7925
row1185	191.0631244	196.420433	0.419994776	-1.232351127	M191.063124T196.4204_1
row1186	191.0769835	38.7608223	0.845968924	-0.352962434	M191.076983T38.7608
row1187	191.0897584	197.1674652	0.123676526	-2.134799232	M191.089758T197.1675_2
row1188	191.1069775	483.2731934	0.264632719	1.634213545	M191.106978T483.2732
row1189	191.1171042	196.4951706	0.073083982	-2.42983019	M191.117104T196.4952_2
row1190	191.1433369	530.9830933	0.36433429	1.363636715	M191.143337T530.9831
row1191	191.1614435	197.1113892	0.240856962	-1.710016691	M191.161443T197.1114_3
row1192	191.9719534	764.6796265	0.535543154	0.999130467	M191.971953T764.6796_1
row1193	191.9901756	5.568388462	0.430882663	-1.210231367	M191.990176T5.5684
row1194	191.9901449	27.40913391	0.863179333	0.314930748	M191.990145T27.4091
row1195	192.0081915	118.6649246	0.679632626	0.710093153	M192.008191T118.6649
row1196	192.0083266	764.7224121	0.560694909	0.949800208	M192.008327T764.7224_2
row1197	192.0236992	197.1519165	0.109146478	-2.210820609	M192.023699T197.1519_1
row1198	192.0672144	196.6753159	0.825715136	0.394691344	M192.067214T196.6753_3
row1199	192.0803479	38.76518631	0.344903741	1.408905903	M192.080348T38.7652
row1200	192.0959162	197.1616821	0.108993427	-2.211766589	M192.095916T197.1617_4
row1201	192.1244297	197.0654602	0.064154194	-2.495768491	M192.12443T197.0655_6
row1202	192.1386165	413.3599243	0.69289264	0.679851939	M192.138617T413.3599
row1203	192.1682135	197.1505814	0.050185936	-2.629892883	M192.168214T197.1506_7
row1204	192.9174992	40.420473	0.862981921	0.315438652	M192.917499T40.4205_1
row1205	192.9792784	766.2623901	0.847185037	0.350631953	M192.979278T766.2624
row1206	193.0174482	324.9571228	0.744186952	0.575634063	M193.017448T324.9571
row1207	193.0295122	196.9960327	0.00095997	-4.282623412	M193.029512T196.996_1
row1208	193.1022652	197.0955505	0.091079936	-2.311305572	M193.102265T197.0956_3
row1209	193.131579	38.20912552	0.307702296	-1.510095074	M193.131579T38.2091
row1210	193.1304274	196.4911041	0.106405882	-2.226093042	M193.130427T196.4911
row1211	193.1387797	228.0514526	0.266295654	-1.62791729	M193.13878T228.0515
row1212	193.1588071	433.5389709	0.669294507	-0.733011566	M193.158807T433.539
row1213	193.1590662	481.2241974	0.593678732	0.886811391	M193.159066T481.2242
row1214	193.1750193	197.063118	0.14558678	-2.043886536	M193.175019T197.0631_4
row1215	193.9156893	216.6161957	0.016538573	-3.138165071	M193.915689T216.6162
row1216	194.0078237	775.1603394	0.546107121	-0.977100443	M194.007824T775.1603
row1217	194.1043836	197.1519165	0.620644652	-0.831641792	M194.104384T197.1519
row1218	194.1178686	758.8345032	0.050105633	2.632336416	M194.117869T758.8345
row1219	194.1179034	45.8272419	0.235565267	-1.728739327	M194.117903T45.8272
row1220	194.1623807	433.6525421	0.656436969	-0.758975364	M194.162381T433.6525
row1221	195.0631899	38.20912552	0.130159982	-2.10555103	M195.06319T38.2091_1
row1222	195.0658149	134.3551483	0.174245	1.922165643	M195.065815T134.3551
row1223	195.1019422	466.7583923	0.004209181	3.715500818	M195.101942T466.7584_2
row1224	195.1211823	45.83466148	0.373242289	-1.339250267	M195.121182T45.8347
row1225	195.1383353	448.4335327	0.79942337	-0.449794749	M195.138335T448.4335
row1226	195.1382877	594.7554016	0.031057628	2.860542758	M195.138288T594.7554
row1227	195.1383285	470.6791229	0.148756274	2.028263306	M195.138328T470.6791
row1228	195.1746494	599.201416	0.000108197	5.221287828	M195.174649T599.2014
row1229	195.1746896	495.0973206	0.001371245	4.14428719	M195.17469T495.0973
row1230	195.6402826	683.8477173	0.200997831	-1.830919407	M195.640283T683.8477_1
row1231	195.9780886	5.545725346	0.878348175	0.287585558	M195.978089T5.5457
row1232	195.9780891	27.33011055	0.997343044	0.004569148	M195.978089T27.3301
row1233	196.0030348	775.0075073	0.808017762	-0.431804406	M196.003035T775.0075
row1234	196.1052705	466.7583923	0.004300705	3.703554887	M196.10527T466.7584
row1235	196.1699764	479.5565948	0.935842723	-0.157308091	M196.169976T479.5566
row1236	196.1779937	495.151123	0.000986246	4.270468746	M196.177994T495.1511
row1237	196.6480862	730.6101074	0.00225257	-3.950104849	M196.648086T730.6101_1
row1238	196.9684756	216.5089264	0.000996912	-4.257895808	M196.968476T216.5089
row1239	197.0788476	37.65653992	0.463859682	-1.144529427	M197.078848T37.6565
row1240	197.1539046	480.8678131	0.404971994	1.263978728	M197.153905T480.8678
row1241	197.1539693	443.3109589	0.695878638	-0.67309471	M197.153969T443.311
row1242	197.1539888	466.4729767	0.140470217	2.06483155	M197.153989T466.473
row1243	197.153977	495.2778625	0.188625337	1.872459854	M197.153977T495.2779
row1244	197.5807726	517.00354	0.002637467	3.893383404	M197.580773T517.0035_1
row1245	197.5990405	469.5828552	0.504080594	-1.059306709	M197.599041T469.5829_1
row1246	197.6535751	617.2410583	0.526910347	-1.013355478	M197.653575T617.2411_1
row1247	197.8660938	216.5938568	0.239456878	-1.714449772	M197.866094T216.5939_1
row1248	197.9105626	216.5423126	0.014127571	-3.20740275	M197.910563T216.5423_2
row1249	197.9976925	774.4776611	0.023943527	-2.97543761	M197.997693T774.4777
row1250	197.9977308	4.91078186	0.654603521	0.764446257	M197.997731T4.9108
row1251	197.9977002	801.0873413	0.933378848	-0.163372564	M197.9977T801.0873
row1252	198.0216025	250.2106934	0.226890965	1.753062827	M198.021602T250.2107
row1253	198.0852833	43.13452148	0.04887897	-2.643006605	M198.085283T43.1345
row1254	198.1280837	278.5289917	0.398923386	-1.277163677	M198.128084T278.529_1
row1255	198.1492137	348.1891174	0.48272421	-1.100479974	M198.149214T348.1891
row1256	198.1572951	480.9391022	0.000640123	4.441014063	M198.157295T480.9391
row1257	198.1854765	582.7765198	0.044327473	2.691698968	M198.185476T582.7765_2
row1258	198.2037384	278.4459534	0.212671626	-1.793888579	M198.203738T278.446_2
row1259	198.9777243	775.1292725	0.744804459	0.574239108	M198.977724T775.1293
row1260	198.9782854	27.33662224	0.368820402	-1.352173488	M198.978285T27.3366
row1261	199.0057616	767.0385742	0.694855977	-0.675795891	M199.005762T767.0386
row1262	199.0454601	33.65777969	0.292892804	1.552681056	M199.04546T33.6578_2
row1263	199.1313851	278.5171967	0.516858205	-1.031122861	M199.131385T278.5172
row1264	199.9437588	777.2782593	0.255359704	-1.663572036	M199.943759T777.2783
row1265	199.9648257	775.1425171	0.871720559	-0.299183286	M199.964826T775.1425
row1266	200.0410462	39.91329575	0.08479916	-2.349410817	M200.041046T39.9133
row1267	200.1347447	278.5054016	0.902615234	-0.236288612	M200.134745T278.5054
row1268	200.1648558	372.8647766	0.335687825	-1.429645708	M200.164856T372.8648
row1269	200.2376151	456.3675842	0.046225477	2.672111494	M200.237615T456.3676
row1270	200.9724132	5.55215764	0.734695739	0.59432814	M200.972413T5.5522
row1271	201.0073607	156.4921417	0.656436969	0.758003903	M201.007361T156.4921
row1272	201.0212429	766.8441772	0.922768533	0.190487418	M201.021243T766.8442
row1273	201.024765	33.6091423	0.559313988	0.95338117	M201.024765T33.6091_2
row1274	201.0437192	756.5570374	0.95019885	0.115967647	M201.043719T756.557
row1275	201.0889077	387.7223511	0.36433429	-1.364245318	M201.088908T387.7224
row1276	201.0888388	433.8880768	0.783108831	0.484963401	M201.088839T433.8881
row1277	201.1641142	469.7361603	0.724975492	0.613871105	M201.164114T469.7362
row1278	201.1640445	580.9312744	0.03191101	2.846562734	M201.164044T580.9313
row1279	201.1667713	372.8750763	0.283936191	-1.576700366	M201.166771T372.8751
row1280	201.6015185	497.0380859	0.102800437	-2.245177318	M201.601518T497.0381
row1281	201.6155901	174.9260101	0.100517389	2.257207697	M201.61559T174.926
row1282	201.8648818	771.7548828	0.679436117	0.710858626	M201.864882T771.7549
row1283	201.9745058	5.638443947	0.24950494	1.679465184	M201.974506T5.6384
row1284	202.1674756	469.8345032	0.244419038	1.69817238	M202.167476T469.8345
row1285	202.1805022	233.1523438	0.24950494	1.67948384	M202.180502T233.1523_4
row1286	202.180495	74.41569519	0.314542885	1.488963232	M202.180495T74.4157_1
row1287	202.216878	408.8485413	0.771308397	-0.511681079	M202.216878T408.8485
row1288	202.9743594	42.53123474	0.158774852	1.986125511	M202.974359T42.5312_4
row1289	203.0004885	765.85849	0.947098783	-0.123380191	M203.000488T765.8585_2
row1290	203.0529733	42.60302734	0.135263321	2.085819011	M203.052973T42.603_8
row1291	203.0594093	755.3602905	0.963340834	-0.084254624	M203.059409T755.3603
row1292	203.0817455	199.9236145	0.833766531	-0.38134018	M203.081746T199.9236
row1293	203.1504159	44.25947571	0.000939925	4.297698171	M203.150416T44.2595
row1294	203.182818	74.40420532	0.327506445	1.453761377	M203.182818T74.4042
row1295	203.5990142	497.6078186	0.460656733	1.152105278	M203.599014T497.6078_1
row1296	203.9192865	216.5153656	0.062665635	-2.510237387	M203.919287T216.5154
row1297	203.9153199	774.9259338	0.636522547	0.80188452	M203.91532T774.9259
row1298	203.9716453	786.3120117	0.858520736	-0.329885977	M203.971645T786.312
row1299	203.971514	896.2451782	0.155947294	1.99701923	M203.971514T896.2452
row1300	204.0082816	773.6747437	0.800861338	0.447096069	M204.008282T773.6747
row1301	204.1538784	44.57935524	0.00191968	4.00808089	M204.153878T44.5794_3
row1302	204.9287471	33.63573074	0.959157576	-0.094126052	M204.928747T33.6357_1
row1303	204.9572048	37.09366798	0.022078487	3.009594186	M204.957205T37.0937
row1304	204.9673012	5.565735102	0.922594394	-0.192564246	M204.967301T5.5657
row1305	204.9796972	766.2981567	0.79942337	0.450250626	M204.979697T766.2982_1
row1306	205.0035099	780.6934204	0.334144714	1.432708613	M205.00351T780.6934_1
row1307	205.0035791	818.5661621	0.939564295	0.144952134	M205.003579T818.5662
row1308	205.0036186	896.598938	0.778180621	-0.493555265	M205.003619T896.5989
row1309	205.0160461	766.4002075	0.59175001	0.890229436	M205.016046T766.4002_2
row1310	205.0178079	199.4209824	0.647563481	-0.779316859	M205.017808T199.421_3
