massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row357	116.0371472	44.66977119	0.205978369	-1.816278341	M116.037147T44.6698_1
row358	116.0425573	248.178894	0.763239978	0.530160813	M116.042557T248.1789
row359	116.0425577	181.5480804	0.68213644	0.70395977	M116.042558T181.5481_1
row360	116.0576466	199.4367447	0.369645925	-1.349221793	M116.057647T199.4367
row361	116.0708207	43.95309639	0.112469609	-2.189119141	M116.070821T43.9531_2
row362	116.1056882	44.68776321	0.67047456	0.731101579	M116.105688T44.6878_3
row363	116.9378233	4.986470699	0.88439382	0.277053893	M116.937823T4.9865
row364	116.9378358	27.24537277	0.985137837	0.03602111	M116.937836T27.2454_1
row365	116.9485282	766.4105225	0.679432384	0.711133759	M116.948528T766.4105_1
row366	116.9709476	766.3840942	0.083157216	2.361380111	M116.970948T766.3841_2
row367	116.9838393	755.3216858	0.903690341	-0.233115168	M116.983839T755.3217_1
row368	116.9846949	770.4328613	0.392717481	-1.2968414	M116.984695T770.4329
row369	116.985463	244.6024017	0.311103803	-1.501081389	M116.985463T244.6024
row370	116.9842653	738.9348145	0.857620092	0.331535555	M116.984265T738.9348_1
row371	116.9996321	755.4619446	0.643272192	-0.788056892	M116.999632T755.4619_2
row372	117.006498	5.53031683	0.561716984	0.946656043	M117.006498T5.5303
row373	117.0065004	27.33616257	0.247686082	1.686657786	M117.0065T27.3362_2
row374	117.0203507	755.3301392	0.95497	-0.103645397	M117.020351T755.3301_3
row375	117.019831	770.7463379	0.784541622	-0.481283782	M117.019831T770.7463
row376	117.0399008	33.61851883	0.207296069	-1.812669657	M117.039901T33.6185_2
row377	117.0563254	199.4251709	0.67168286	-0.727891088	M117.056325T199.4252_2
row378	117.0700365	474.6324158	0.004300705	3.704568405	M117.070037T474.6324
row379	117.0755837	44.60190392	0.138509178	-2.072216172	M117.075584T44.6019_1
row380	117.0912432	387.9481964	0.282663325	-1.580195176	M117.091243T387.9482
row381	117.9348776	773.9943237	0.674351154	-0.723156069	M117.934878T773.9943
row382	117.9597527	766.3973083	0.703989701	0.656105481	M117.959753T766.3973
row383	117.9896662	755.296875	0.709433938	0.643227943	M117.989666T755.2969
row384	118.0351035	34.19895172	0.474543495	1.118306792	M118.035104T34.199_2
row385	118.0515506	43.64229584	0.780316998	0.488954178	M118.051551T43.6423_1
row386	118.0515104	58.14902496	0.557047621	0.956833553	M118.05151T58.149_1
row387	118.065295	199.4251709	0.760576613	-0.537414673	M118.065295T199.4252_1
row388	118.0651929	161.7954559	0.213234801	1.792328591	M118.065193T161.7955
row389	118.0732662	57.90762329	0.772221643	-0.50955899	M118.073266T57.9076_2
row390	118.0864442	58.0864296	0.81022281	0.426000845	M118.086444T58.0864_3
row391	118.0863342	830.8361511	0.520622697	-1.024486053	M118.086334T830.8362
row392	118.0863339	888.6136475	0.529881973	1.008438553	M118.086334T888.6136
row393	118.0864733	778.0063171	0.398914559	-1.277734969	M118.086473T778.0063
row394	118.1211995	58.07078552	0.954561346	0.104771173	M118.1212T58.0708_4
row395	118.9428987	780.0325317	0.062665635	-2.510025757	M118.942899T780.0325
row396	118.9659056	766.3252563	0.631220276	0.812297441	M118.965906T766.3253_1
row397	118.9839236	34.17932892	0.706782112	0.649209505	M118.983924T34.1793_1
row398	119.0059038	34.18351746	0.921111662	-0.196293381	M119.005904T34.1835_2
row399	119.0187859	592.3135071	0.884723068	-0.275510784	M119.018786T592.3135_2
row400	119.0191608	34.43945694	0.552846744	0.964779937	M119.019161T34.4395_3
row401	119.0496075	80.87854767	0.329405105	1.446460924	M119.049608T80.8785
row402	119.0504167	474.6021881	0.081192034	2.374619965	M119.050417T474.6022_1
row403	119.0687172	199.4251709	0.683651435	-0.701185256	M119.068717T199.4252
row404	119.0726429	162.358345	0.068345688	2.463065659	M119.072643T162.3583
row405	119.0834659	474.6383667	0.523347328	1.020802725	M119.083466T474.6384_3
row406	119.0914642	58.0700798	0.981733551	-0.041463095	M119.091464T58.0701
row407	119.0913751	43.55497742	0.68213644	-0.704639853	M119.091375T43.555_2
row408	119.1209305	474.5967407	0.10182025	2.250152482	M119.12093T474.5967_5
row409	119.9150609	775.1333618	0.74046844	-0.583403243	M119.915061T775.1334
row410	119.9506963	773.5050049	0.461787366	-1.150001745	M119.950696T773.505
row411	119.9676825	767.0385742	0.563738216	0.942034289	M119.967683T767.0386_1
row412	120.0033804	40.45797157	0.310160789	-1.503865206	M120.00338T40.458
row413	120.009537	162.3383331	0.008840503	3.419999419	M120.009537T162.3383_2
row414	120.0212128	34.18419838	0.594200538	0.884371823	M120.021213T34.1842_2
row415	120.0238618	6.795332909	0.52428329	-1.019087697	M120.023862T6.7953
row416	120.0326496	34.14136124	0.594200538	0.883893212	M120.03265T34.1414_3
row417	120.0448578	162.3531799	0.009656742	3.380477363	M120.044858T162.3532_3
row418	120.0527365	80.84005737	0.420047105	1.23192425	M120.052737T80.8401
row419	120.0658681	162.3431625	0.371415832	1.345406305	M120.065868T162.3432_4
row420	120.0656746	43.18729401	0.870041535	-0.302527704	M120.065675T43.1873
row421	120.0810112	162.4032593	0.046225477	2.672124337	M120.081011T162.4033_5
row422	120.0889847	474.6324158	0.169623181	1.942590526	M120.088985T474.6324
row423	120.0888649	404.1741638	0.504662626	1.058208535	M120.088865T404.1742
row424	120.08873	383.4863129	0.728757686	0.605923546	M120.08873T383.4863
row425	120.0890441	489.2502899	0.051278914	2.617776867	M120.089044T489.2503
row426	120.089081	658.2167053	0.035013217	2.803186898	M120.089081T658.2167
row427	120.0889898	781.0401306	0.629202145	-0.816265914	M120.08899T781.0401
row428	120.095134	162.346344	0.400037374	1.27527238	M120.095134T162.3463_6
row429	120.1166308	162.4102936	0.030178489	2.874524881	M120.116631T162.4103_7
row430	120.152461	162.3414764	0.025405598	2.949982972	M120.152461T162.3415_8
row431	120.1880232	162.3620911	0.41439317	1.241088918	M120.188023T162.3621_9
row432	120.959454	766.4414063	0.653776443	0.76865524	M120.959454T766.4414_1
row433	120.9795941	564.8153381	0.110564732	2.201319288	M120.979594T564.8153
row434	121.0167997	34.20717812	0.510143945	1.045487756	M121.0168T34.2072
row435	121.0285996	466.5901794	0.15327568	2.00797862	M121.0286T466.5902
row436	121.0441239	769.5646973	0.825715136	-0.39654314	M121.044124T769.5647_2
row437	121.0481048	162.3319702	0.082153664	2.368810542	M121.048105T162.332_1
row438	121.0648461	529.2504883	0.061185258	2.524029531	M121.064846T529.2505
row439	121.0648483	462.7385864	0.83721717	-0.375375741	M121.064848T462.7386
row440	121.0648739	553.0527344	0.311522757	1.498056676	M121.064874T553.0527
row441	121.0649816	779.9887695	0.315373591	-1.487123622	M121.064982T779.9888
row442	121.0653091	827.7201233	0.97162012	-0.06572277	M121.065309T827.7201
row443	121.064914	513.0128479	0.67047456	0.731152819	M121.064914T513.0128
row444	121.0650117	441.8263092	0.676200447	0.718608813	M121.065012T441.8263
row445	121.0864015	162.3954773	0.062585442	2.512234634	M121.086402T162.3955_3
row446	121.1013396	585.8091125	0.000251743	4.826293492	M121.10134T585.8091
row447	121.1205033	162.3572235	0.03191101	2.848265379	M121.120503T162.3572_5
row448	121.9327985	774.5193481	0.776940013	-0.497258606	M121.932798T774.5193_1
row449	121.966359	772.7796631	0.95019885	0.116105861	M121.966359T772.7797
row450	121.9874288	766.3824463	0.724975492	0.613913196	M121.987429T766.3824
row451	122.087622	162.3782501	0.029179669	2.891229776	M122.087622T162.3783
row452	122.0902905	197.1829376	0.96030301	-0.090200572	M122.090291T197.1829
row453	122.9296685	773.9934387	0.893778161	0.254259101	M122.929669T773.9934
row454	122.9573826	766.8774414	0.535753656	0.997719073	M122.957383T766.8774_1
row455	123.0034787	767.7797241	0.845968924	-0.352370986	M123.003479T767.7797
row456	123.0072106	80.76992798	0.406525441	1.260915265	M123.007211T80.7699_1
row457	123.0140737	34.19985008	0.529881973	1.00831635	M123.014074T34.1999_1
row458	123.0442692	80.84375	0.495160342	1.07654691	M123.044269T80.8438_2
row459	123.0954074	197.1677856	0.237394441	-1.72084822	M123.095407T197.1678
row460	123.9307574	774.3874512	0.972657555	0.063859394	M123.930757T774.3875
row461	123.9456095	785.1586304	0.534309537	1.001442785	M123.94561T785.1586
row462	123.9646025	772.4179077	0.659844701	-0.750032837	M123.964602T772.4179
row463	123.9645505	786.9145813	0.797673556	-0.455340111	M123.96455T786.9146
row464	123.9645614	28.48697948	0.146469409	2.040097335	M123.964561T28.487
row465	123.9645721	4.695757627	0.3958798	-1.285352931	M123.964572T4.6958
row466	124.0150034	34.14121819	0.384442307	1.31528096	M124.015003T34.1412
row467	124.0478536	80.84375	0.297964526	1.535761198	M124.047854T80.8438
row468	124.0831834	568.9151611	0.08428271	-2.354183652	M124.083183T568.9152_1
row469	124.1001104	196.4023438	0.111644976	-2.194116969	M124.10011T196.4023
row470	124.3342382	569.1998901	0.294312498	-1.549294934	M124.334238T569.1999_3
row471	124.5240617	33.59617424	0.231707702	1.740172958	M124.524062T33.5962_1
row472	124.926755	773.8495178	0.562156563	-0.945307415	M124.926755T773.8495
row473	124.9561528	765.7785645	0.283778353	1.577286425	M124.956153T765.7786_1
row474	125.0000464	689.9868164	0.215921497	-1.78484672	M125.000046T689.9868
row475	125.0000433	676.5995483	0.171542568	-1.933857106	M125.000043T676.5995
row476	125.0000299	587.9487305	0.261235952	1.646742767	M125.00003T587.9487
row477	124.9911924	755.9709473	0.324537923	1.462351225	M124.991192T755.9709
row478	125.0000419	718.4438477	0.38524357	-1.31286655	M125.000042T718.4438
row479	125.0000407	651.5204468	0.268008716	-1.623490486	M125.000041T651.5204
row480	125.0027914	27.8350811	0.420516825	-1.23022942	M125.002791T27.8351
row481	125.0391115	770.1956787	0.759204174	-0.539780547	M125.039112T770.1957
row482	125.0963528	399.2605133	0.66479807	-0.741380975	M125.096353T399.2605
row483	125.962619	764.756012	0.106405882	2.226962436	M125.962619T764.756
row484	125.9628515	28.01281071	0.801422496	-0.444664028	M125.962852T28.0128
row485	125.9853862	762.4973755	0.686103155	0.694567365	M125.985386T762.4974
row486	126.0900068	490.4768372	0.001310287	4.160510338	M126.090007T490.4768
row487	126.0997189	399.2461548	0.272638635	1.608971009	M126.099719T399.2462
row488	126.9261772	774.5561523	0.913057826	0.214416286	M126.926177T774.5562
row489	126.9484237	764.6899414	0.249568501	1.678447942	M126.948424T764.6899
row490	126.9557302	5.477519989	0.687679379	0.690919577	M126.95573T5.4775_2
row491	126.9556916	28.53573895	0.127916516	2.116435141	M126.955692T28.5357_2
row492	126.9687013	765.8107605	0.766511446	-0.524369123	M126.968701T765.8108
row493	126.9717867	33.54174042	0.151476914	2.017450556	M126.971787T33.5417_2
row494	126.9717593	4.35996151	0.85454066	0.337741085	M126.971759T4.36
row495	126.982742	757.6353149	0.908082912	0.224840208	M126.982742T757.6353
row496	126.9818547	771.7975464	0.404440224	-1.265021135	M126.981855T771.7975
row497	127.0242052	33.68315506	0.137669646	2.075864385	M127.024205T33.6832_4
row498	127.035382	766.7235413	0.444160567	-1.185370507	M127.035382T766.7235
row499	127.0350535	739.3044434	0.448625398	-1.177659618	M127.035053T739.3044
row500	127.0499343	145.6755676	0.67610335	-0.719341544	M127.049934T145.6756
row501	127.1041992	162.3238373	0.014957346	-3.183969883	M127.104199T162.3238
row502	127.9402639	766.2073364	0.631220276	-0.812333373	M127.940264T766.2073_1
row503	127.9565028	764.7157593	0.067410864	2.470167639	M127.956503T764.7158
row504	127.9679106	27.17714024	0.860715172	-0.325901936	M127.967911T27.1771
row505	127.967918	5.617629528	0.790017398	0.471953629	M127.967918T5.6176
row506	127.9642861	590.9771118	0.510049955	1.046536415	M127.964286T590.9771
row507	127.9795681	765.9938354	0.884942525	0.273218024	M127.979568T765.9938_2
row508	127.9949097	765.8501587	0.235975989	1.724973766	M127.99491T765.8502_3
row509	128.0188351	766.5203857	0.58618512	-0.90207901	M128.018835T766.5204
row510	128.0194939	34.19152451	0.57461648	0.921868912	M128.019494T34.1915_5
row511	128.0381863	768.4785156	0.861266253	-0.323866118	M128.038186T768.4785
row512	128.0587253	34.21027756	0.535543154	0.998552468	M128.058725T34.2103_6
row513	128.0800489	344.4934998	0.902615234	-0.235743868	M128.080049T344.4935
row514	128.1078954	162.3411713	0.008464589	-3.44323839	M128.107895T162.3412
row515	128.9112944	28.54162502	0.559439159	0.952683874	M128.911294T28.5416_1
row516	128.9113581	853.2536011	0.621365612	-0.829682652	M128.911358T853.2536
row517	128.9113619	5.597257614	0.571696213	0.925917038	M128.911362T5.5973_1
row518	128.9354032	28.04816151	0.989131251	0.027548555	M128.935403T28.0482_1
row519	128.9353416	3.045791626	0.771251803	0.512017241	M128.935342T3.0458
row520	128.9509702	28.57314491	0.438842026	1.197140856	M128.95097T28.5731_2
row521	128.9509705	5.513597965	0.861438219	0.32310996	M128.95097T5.5136_2
row522	128.9510114	773.2715454	0.515891428	1.033430258	M128.951011T773.2715
row523	128.9648726	764.7018127	0.927308806	0.17386314	M128.964873T764.7018_1
row524	128.9699718	4.338392019	0.926523424	-0.175084941	M128.969972T4.3384
row525	128.9699757	28.41867447	0.450487369	-1.173482678	M128.969976T28.4187_2
row526	128.9699921	836.6610413	0.114773733	-2.174955106	M128.969992T836.661_1
row527	128.9814577	766.1964417	0.72919516	0.604887102	M128.981458T766.1964
row528	128.9909681	5.594609261	0.508203145	-1.050520929	M128.990968T5.5946_3
row529	128.9905848	29.77183533	0.777823013	0.495321322	M128.990585T29.7718
row530	128.9892465	866.2432556	0.537405101	-0.994889039	M128.989246T866.2433
row531	129.0208153	34.22169876	0.582379168	0.909963769	M129.020815T34.2217_2
row532	129.0302174	580.9193115	0.933378848	0.161735572	M129.030217T580.9193
row533	129.0302987	564.7998962	0.673617575	0.724534448	M129.030299T564.7999
row534	129.0353878	34.19985008	0.560740716	-0.948775562	M129.035388T34.1999_3
row535	129.0545459	474.6296387	0.040327625	2.73726355	M129.054546T474.6296
row536	129.065978	108.7408524	0.812302553	0.419239279	M129.065978T108.7409
row537	129.0661015	95.10933685	0.048030428	2.650143064	M129.066101T95.1093
row538	129.102456	36.55429077	0.749781708	-0.563736755	M129.102456T36.5543
row539	129.1024608	228.4652481	0.965223281	0.080161077	M129.102461T228.4652
row540	129.934784	774.0764465	0.727260585	-0.608157741	M129.934784T774.0764
row541	129.9529382	5.492451191	0.843928271	0.36104358	M129.952938T5.4925
row542	129.952935	28.5623703	0.336251467	1.427586464	M129.952935T28.5624
row543	129.9598619	766.3336182	0.891014949	0.259832629	M129.959862T766.3336_1
row544	129.9801076	766.4761353	0.540889468	0.986686389	M129.980108T766.4761_2
row545	129.9799743	592.1229248	0.750972767	0.558157848	M129.979974T592.1229_2
row546	129.9952627	766.2507324	0.551976534	-0.966658123	M129.995263T766.2507_3
row547	130.0097132	76.41657257	0.689964916	-0.685554138	M130.009713T76.4166
row548	130.0501238	45.79685211	0.972965417	-0.061636545	M130.050124T45.7969
row549	130.0501401	76.68104553	0.915300051	-0.208902421	M130.05014T76.681
row550	130.0654304	169.9994125	0.941689734	0.137412887	M130.06543T169.9994
row551	130.0646519	199.4251709	0.615903659	-0.841229408	M130.064652T199.4252
row552	130.0849459	559.7418823	0.459872179	1.15342661	M130.084946T559.7419_1
row553	130.1229241	359.2420197	0.750972767	-0.557717989	M130.122924T359.242
row554	130.9451573	765.4005432	0.63291611	0.810064012	M130.945157T765.4005
row555	130.9648446	765.9477844	0.263960093	1.638077193	M130.964845T765.9478_1
row556	130.9877807	766.4761353	0.955239857	-0.101564185	M130.987781T766.4761_2
row557	130.9878376	210.4013443	0.615485386	-0.843092876	M130.987838T210.4013
row558	131.0003695	237.0963898	0.859941649	-0.327630601	M131.000369T237.0964
row559	131.0191273	33.67604446	0.248470196	1.684448516	M131.019127T33.676_3
row560	131.0285467	766.9276733	0.972965417	-0.060466701	M131.028547T766.9277
row561	131.0493745	162.4102936	0.020236119	3.045590842	M131.049374T162.4103_1
row562	131.0534911	44.33172989	0.604332296	-0.866488932	M131.053491T44.3317
row563	131.0538839	76.70795822	0.74545374	-0.572284937	M131.053884T76.708
row564	131.0706905	199.4371185	0.364433645	-1.362546845	M131.070691T199.4371
row565	131.0857863	366.8042297	0.633811744	0.807396616	M131.085786T366.8042
row566	131.1069368	379.8049316	0.055079783	-2.579151082	M131.106937T379.8049
row567	131.9300403	773.0787354	0.923545461	-0.181468269	M131.93004T773.0787
row568	131.9315005	791.9970703	0.94088803	-0.139669736	M131.9315T791.9971_1
row569	131.9506453	198.1785126	0.357495001	1.380917289	M131.950645T198.1785
row570	131.9612564	765.765686	0.760576613	0.537444434	M131.961256T765.7657
row571	131.9911178	766.6328125	0.547952856	0.97375105	M131.991118T766.6328
row572	132.0201649	33.63062859	0.23835785	1.717300503	M132.020165T33.6306_1
row573	132.0526384	162.3706512	0.055493458	2.57507549	M132.052638T162.3707_2
row574	132.0812123	199.4250259	0.757372245	-0.54419607	M132.081212T199.425
row575	132.9029607	755.432373	0.659451932	-0.752283216	M132.902961T755.4324
row576	132.9169094	765.7646484	0.480242352	1.106456128	M132.916909T765.7646_1
row577	132.9428817	765.8089294	0.970886167	0.068227863	M132.942882T765.8089_2
row578	132.9584792	765.8721008	0.363753027	1.366729452	M132.958479T765.8721_3
row579	132.9820822	766.4714966	0.682915227	0.702294091	M132.982082T766.4715_4
row580	133.0000882	765.7367554	0.098953987	2.264201323	M133.000088T765.7368_5
row581	132.9962815	250.7120209	0.967631122	0.074519016	M132.996281T250.712
row582	132.9961515	237.3617554	0.76105479	-0.536330682	M132.996152T237.3618
row583	133.032028	64.87102509	0.294913398	1.546521973	M133.032028T64.871_2
row584	133.0346134	608.9882813	0.599096639	-0.874824126	M133.034613T608.9883
row585	133.0346571	582.1434937	0.407802124	-1.256475457	M133.034657T582.1435_2
row586	133.0348117	658.1785278	0.369645925	-1.349305122	M133.034812T658.1785_2
row587	133.0348116	641.0164795	0.917417458	0.203147159	M133.034812T641.0165
row588	133.0637521	474.6385803	0.272562457	1.611377017	M133.063752T474.6386
row589	133.0650257	512.6584473	0.170762751	1.937589649	M133.065026T512.6584
row590	133.0843653	198.8039398	0.438919185	-1.19556821	M133.084365T198.8039
row591	133.1014258	354.3956604	0.653913328	0.766388835	M133.101426T354.3957
row592	133.9286993	773.9720459	0.925786073	-0.176932266	M133.928699T773.972
row593	133.9602412	765.8501587	0.016818853	3.12856977	M133.960241T765.8502_1
row594	133.9663025	64.45223236	0.008190192	-3.458595438	M133.966302T64.4522
